标题,作者,赞同,原文链接,正文相关度分,严格小学相关度分,本地Markdown
400万北京买房，5环外的新房or市区的老破小二手房？,山河,0,https://www.zhihu.com/question/2027315570060666556/answer/2027322064969671615,22,13,output/zhihu_chaoyang/markdown/960-400万北京买房，5环外的新房or市区的老破小二手房？-2027322064969671615.md
北京东坝学区与团结湖学区哪个好？ 确切说东坝单店西路和白家庄东里片区哪个小学初中更好点。?,爱画画的小妞,5,https://www.zhihu.com/question/449344875/answer/1782468276,21,13,output/zhihu_chaoyang/markdown/296-北京东坝学区与团结湖学区哪个好？-确切说东坝单店西路和白家庄东里片区哪个小学初中更好点。-1782468276.md
如果北京的房产不涨了，你还会选择买房吗？,阿牛买房,1,https://www.zhihu.com/question/604406633/answer/3476664511,21,13,output/zhihu_chaoyang/markdown/708-如果北京的房产不涨了，你还会选择买房吗？-3476664511.md
请问陈经纶帝景小学哪位老师比较好？,清风慧雨,3,https://www.zhihu.com/question/329637998/answer/722112113,19,13,output/zhihu_chaoyang/markdown/1017-请问陈经纶帝景小学哪位老师比较好？-722112113.md
北京朝阳500万两居二手房带学区?,张睿志,1,https://www.zhihu.com/question/368229093/answer/2025866761434613712,19,13,output/zhihu_chaoyang/markdown/144-北京朝阳500万两居二手房带学区-2025866761434613712.md
在北大附中朝阳未来学校就读是什么样的体验？,wry真是忒聪慧了,59,https://www.zhihu.com/question/60375218/answer/1344969208,18,13,output/zhihu_chaoyang/markdown/648-在北大附中朝阳未来学校就读是什么样的体验？-1344969208.md
北京朝阳幼升小如何选，陈经纶帝景or朝阳外国语？,气昂昂,1,https://www.zhihu.com/question/611117771/answer/3109828639,18,13,output/zhihu_chaoyang/markdown/098-北京朝阳幼升小如何选，陈经纶帝景or朝阳外国语？-3109828639.md
非京籍，北京无房，在北京怎么上小学？,无誉无咎,1,https://www.zhihu.com/question/7734317384/answer/63444618345,17,13,output/zhihu_chaoyang/markdown/391-非京籍，北京无房，在北京怎么上小学？-63444618345.md
北京的学区房，在多校划片政策下，我还要不要咬牙购买？,唔啦,1,https://www.zhihu.com/question/1973707920484090935/answer/1974058076874241267,17,13,output/zhihu_chaoyang/markdown/531-北京的学区房，在多校划片政策下，我还要不要咬牙购买？-1974058076874241267.md
北京很多中学都开设分校，这些分校的教学质量和总部一样吗？比如人大附中朝阳学校,池刀,25,https://www.zhihu.com/question/20277085/answer/146188286,16,13,output/zhihu_chaoyang/markdown/1039-北京很多中学都开设分校，这些分校的教学质量和总部一样吗？比如人大附中朝阳学校-146188286.md
人大附朝阳学校、人大附朝阳分校，这两个学校实力等同于海淀区的什么学校？,robotics,12,https://www.zhihu.com/question/432486631/answer/1781390707,16,13,output/zhihu_chaoyang/markdown/504-人大附朝阳学校、人大附朝阳分校，这两个学校实力等同于海淀区的什么学校？-1781390707.md
非京籍幼升小，社保在东城，单位在朝阳，东城租房，可以在东城上学吗？,智力乐园,0,https://www.zhihu.com/question/628141810/answer/3267664334,16,13,output/zhihu_chaoyang/markdown/407-非京籍幼升小，社保在东城，单位在朝阳，东城租房，可以在东城上学吗？-3267664334.md
在北京，普通家庭如何为孩子选择合适的优质中小学？,明斋寻源,7,https://www.zhihu.com/question/1973713199137308805/answer/1981408075308107010,15,13,output/zhihu_chaoyang/markdown/1245-在北京，普通家庭如何为孩子选择合适的优质中小学？-1981408075308107010.md
700-800万预算在北京朝阳区三居，哪里合适？,帝都C博,2,https://www.zhihu.com/question/660060622/answer/74500042234,14,13,output/zhihu_chaoyang/markdown/445-700-800万预算在北京朝阳区三居，哪里合适？-74500042234.md
对于生活在北京的人，朝阳区和海淀区有哪些不同，能否讲下两个地方的优缺点？,且教桃李闹春风,1,https://www.zhihu.com/question/48739299/answer/2597230347,14,13,output/zhihu_chaoyang/markdown/892-对于生活在北京的人，朝阳区和海淀区有哪些不同，能否讲下两个地方的优缺点？-2597230347.md
非京籍 23 年上小学买和平里还是望京？,卫冕冠军,0,https://www.zhihu.com/question/471791327/answer/1997253853,14,13,output/zhihu_chaoyang/markdown/581-非京籍-23-年上小学买和平里还是望京？-1997253853.md
预算400万占坑，学区房买海淀还是朝阳？,轻松家长,1,https://www.zhihu.com/question/548922572/answer/2640901401,13,13,output/zhihu_chaoyang/markdown/728-预算400万占坑，学区房买海淀还是朝阳？-2640901401.md
人大附朝阳学校、人大附朝阳分校，这两个学校实力等同于海淀区的什么学校？,赵航,5,https://www.zhihu.com/question/432486631/answer/1601127016,12,13,output/zhihu_chaoyang/markdown/748-人大附朝阳学校、人大附朝阳分校，这两个学校实力等同于海淀区的什么学校？-1601127016.md
北京市朝阳区小学哪几家口碑好？,阿兹猫,1,https://www.zhihu.com/question/28785066/answer/236692533,12,13,output/zhihu_chaoyang/markdown/166-北京市朝阳区小学哪几家口碑好？-236692533.md
人大附中朝阳分校和人大附中朝阳学校哪个学校更好？,京考升学圈,1,https://www.zhihu.com/question/301373908/answer/3635413326,12,13,output/zhihu_chaoyang/markdown/957-人大附中朝阳分校和人大附中朝阳学校哪个学校更好？-3635413326.md
带着孩子在北京，明年该上小学了，到底要不要回老家？,一叶知春,0,https://www.zhihu.com/question/1928749773072073028/answer/1936339778342753656,12,13,output/zhihu_chaoyang/markdown/1007-带着孩子在北京，明年该上小学了，到底要不要回老家？-1936339778342753656.md
总首付230万以内，买朝阳还是买海淀学区？,任昊天,0,https://www.zhihu.com/question/332734034/answer/736263471,12,13,output/zhihu_chaoyang/markdown/1058-总首付230万以内，买朝阳还是买海淀学区？-736263471.md
北京朝阳、东城小学选择 求推荐 有好的建议可付费咨询？,我叫小博,0,https://www.zhihu.com/question/1997995726584698438/answer/1999786479262654477,12,13,output/zhihu_chaoyang/markdown/264-北京朝阳、东城小学选择-求推荐-有好的建议可付费咨询？-1999786479262654477.md
北京幼升小，朝阳海淀？纠结死我了?,北京新一入学指南,0,https://www.zhihu.com/question/471291352/answer/3409361542,12,13,output/zhihu_chaoyang/markdown/792-北京幼升小，朝阳海淀？纠结死我了-3409361542.md
朝阳区在北京市是一种什么样的存在？,小贞贞,24,https://www.zhihu.com/question/31199698/answer/166675605,11,13,output/zhihu_chaoyang/markdown/966-朝阳区在北京市是一种什么样的存在？-166675605.md
清华附中朝阳学校小学部和初中部怎么样，就读感受如何？,江南春雨巷深,16,https://www.zhihu.com/question/516882905/answer/3297433586,11,13,output/zhihu_chaoyang/markdown/234-清华附中朝阳学校小学部和初中部怎么样，就读感受如何？-3297433586.md
学区房东城or朝阳？,嘻嘻哈哈,0,https://www.zhihu.com/question/517653363/answer/2358967622,11,13,output/zhihu_chaoyang/markdown/1004-学区房东城or朝阳？-2358967622.md
求问朝阳区比较好的小学？,哦哦哦,0,https://www.zhihu.com/question/553320835/answer/2728201993,11,13,output/zhihu_chaoyang/markdown/715-求问朝阳区比较好的小学？-2728201993.md
北京学区房的价值还坚挺吗？家长应如何看待其未来走势？,牧野,0,https://www.zhihu.com/question/2008505690478647293/answer/2008926125041160712,11,13,output/zhihu_chaoyang/markdown/898-北京学区房的价值还坚挺吗？家长应如何看待其未来走势？-2008926125041160712.md
非京籍在北京幼升小需要准备的四证是什么？,George-gs,0,https://www.zhihu.com/question/1979114812253425700/answer/1979128786546098572,11,13,output/zhihu_chaoyang/markdown/932-非京籍在北京幼升小需要准备的四证是什么？-1979128786546098572.md
北京朝阳区哪些小学比较佛系？,钊记饭店,4,https://www.zhihu.com/question/1950833694110651382/answer/1950850922570813782,10,13,output/zhihu_chaoyang/markdown/488-北京朝阳区哪些小学比较佛系？-1950850922570813782.md
北京朝阳区名牌小学的分校或者某校区怎么样？,七零九八,0,https://www.zhihu.com/question/634917374/answer/3328358877,10,13,output/zhihu_chaoyang/markdown/070-北京朝阳区名牌小学的分校或者某校区怎么样？-3328358877.md
学区房买北京西城东城，还是朝阳？,熊猫头,0,https://www.zhihu.com/question/463574027/answer/1931581030,10,13,output/zhihu_chaoyang/markdown/1005-学区房买北京西城东城，还是朝阳？-1931581030.md
孩子要上小学，朝阳和东城怎么选？,pppl,0,https://www.zhihu.com/question/482255915/answer/1999831181655549708,10,13,output/zhihu_chaoyang/markdown/667-孩子要上小学，朝阳和东城怎么选？-1999831181655549708.md
东西城小学转学?,三人行,1,https://www.zhihu.com/question/617430604/answer/1988326748006421738,47,12,output/zhihu_chaoyang/markdown/890-东西城小学转学-1988326748006421738.md
北京买房：回龙观、天通苑还是北苑？,齐小白,9,https://www.zhihu.com/question/47597772/answer/2293353270,45,12,output/zhihu_chaoyang/markdown/908-北京买房：回龙观、天通苑还是北苑？-2293353270.md
关于朝阳外国语来广营分校怎么样？,杨景VAN,19,https://www.zhihu.com/question/397134934/answer/1245362569,34,12,output/zhihu_chaoyang/markdown/454-关于朝阳外国语来广营分校怎么样？-1245362569.md
北京买房，2019年，朝阳北苑和昌平天通苑哪个好?,北京中弘安居大数据,0,https://www.zhihu.com/question/356844594/answer/2020168025794421183,34,12,output/zhihu_chaoyang/markdown/616-北京买房，2019年，朝阳北苑和昌平天通苑哪个好-2020168025794421183.md
怎样评价北京学区房多校划片、六年一名额新政？,京城傅少a,3,https://www.zhihu.com/question/392758408/answer/2417030684,31,12,output/zhihu_chaoyang/markdown/444-怎样评价北京学区房多校划片、六年一名额新政？-2417030684.md
朝阳东坝北熙区3期，得房率虽然90%，但是户型依然那么垃圾，学区+地铁，是否值得刚需上车？,小志君.小窝新房,2,https://www.zhihu.com/question/2025627419801923765/answer/2025627688056964740,25,12,output/zhihu_chaoyang/markdown/295-朝阳东坝北熙区3期，得房率虽然90%，但是户型依然那么垃圾，学区+地铁，是否值得刚需上车？-2025627688056964740.md
只有20万积蓄，北京朝阳区集体户，孩子5岁半跟着老公的户籍在异地上学，怎么在北京买房落户？,宁静sky,0,https://www.zhihu.com/question/51014783/answer/3362262918,23,12,output/zhihu_chaoyang/markdown/192-只有20万积蓄，北京朝阳区集体户，孩子5岁半跟着老公的户籍在异地上学，怎么在北京买房落户？-3362262918.md
听说日坛中学实验学校有很多博士老师，到底有几个？,仙人掌,1,https://www.zhihu.com/question/398139505/answer/1278936583,21,12,output/zhihu_chaoyang/markdown/823-听说日坛中学实验学校有很多博士老师，到底有几个？-1278936583.md
望京性价比学区房小区推荐？,叭楼,0,https://www.zhihu.com/question/46462601/answer/2963658104,21,12,output/zhihu_chaoyang/markdown/288-望京性价比学区房小区推荐？-2963658104.md
北京东坝学区与团结湖学区哪个好？ 确切说东坝单店西路和白家庄东里片区哪个小学初中更好点。?,任昊天,2,https://www.zhihu.com/question/449344875/answer/1800460543,20,12,output/zhihu_chaoyang/markdown/222-北京东坝学区与团结湖学区哪个好？-确切说东坝单店西路和白家庄东里片区哪个小学初中更好点。-1800460543.md
在北京实验学校（海淀）就读是一种怎样的体验？,Marine,14,https://www.zhihu.com/question/410187336/answer/2593592920,19,12,output/zhihu_chaoyang/markdown/1015-在北京实验学校（海淀）就读是一种怎样的体验？-2593592920.md
600w预算买房选亦庄还是望京?,RBBDOC,8,https://www.zhihu.com/question/638436911/answer/14551214443,19,12,output/zhihu_chaoyang/markdown/909-600w预算买房选亦庄还是望京-14551214443.md
在北京就读私立小学中途可以转公立小学吗？,小T聊上学,2,https://www.zhihu.com/question/595060727/answer/3353920328,19,12,output/zhihu_chaoyang/markdown/1076-在北京就读私立小学中途可以转公立小学吗？-3353920328.md
北京东坝学区与团结湖学区哪个好？ 确切说东坝单店西路和白家庄东里片区哪个小学初中更好点。?,dyac,1,https://www.zhihu.com/question/449344875/answer/1781165387,19,12,output/zhihu_chaoyang/markdown/271-北京东坝学区与团结湖学区哪个好？-确切说东坝单店西路和白家庄东里片区哪个小学初中更好点。-1781165387.md
朝阳区在北京市是一种什么样的存在？,劝你别买房,9,https://www.zhihu.com/question/31199698/answer/2075197289,18,12,output/zhihu_chaoyang/markdown/878-朝阳区在北京市是一种什么样的存在？-2075197289.md
